transaction_id,customer_id,channel,region,customer_segment,device_type,transaction_amount,txn_count_last_24h,txn_count_last_7d,avg_amount_last_30d,velocity_flag,high_amount_flag,new_device_flag,odd_hour_flag,high_risk_flag,event_time_unix,predicted_high_risk_flag,probability_0,probability_1,risk_bucket
5835,603551,Call Center,North,Retail,Known,1558.45,2,5,1089.9,0,0,0,1,0,1735692840.0,0,0.972329271214448,0.0276707287855519,Low
5836,921935,Web,East,Retail,Known,3296.11,6,10,2885.6,1,0,0,1,0,1735698720.0,1,0.4995377124408729,0.500462287559127,Medium
5837,586675,Mobile App,South,Retail,Known,2271.97,1,4,1836.15,0,0,0,0,0,1735742340.0,0,0.996982520045646,0.0030174799543539,Low
5838,175403,Mobile App,East,Corporate,Known,16337.68,4,12,15608.88,0,0,0,0,0,1735713540.0,0,0.9977339503822394,0.0022660496177605,Low
5839,688574,Mobile App,West,Retail,Known,3943.82,4,11,3013.19,0,0,0,0,0,1735740960.0,0,0.9965037538817442,0.0034962461182558,Low
5840,436986,Mobile App,North,Retail,Shared,337.88,0,2,310.72,0,0,0,1,0,1735698120.0,0,0.9754383898281844,0.0245616101718156,Low
5841,204927,Mobile App,South,Retail,Known,108.49,5,13,113.98,0,0,0,0,0,1735799400.0,0,0.9957808834064306,0.0042191165935694,Low
5842,901340,Mobile App,East,Retail,Known,670.58,1,4,432.23,0,0,0,0,0,1735744680.0,0,0.9960622929298648,0.0039377070701351,Low
5843,585833,Web,South,Retail,Known,1389.86,3,7,1133.13,0,0,0,1,0,1735697460.0,0,0.9629169905759832,0.0370830094240167,Low
5844,543842,Mobile App,North,Corporate,Known,2810.52,4,9,2580.62,0,0,0,0,0,1735719000.0,0,0.9956287085489784,0.0043712914510215,Low
5845,399372,Mobile App,North,SME,Shared,14997.63,2,5,15929.51,0,0,0,1,0,1735693920.0,0,0.9680376969972784,0.0319623030027217,Low
5846,123386,Mobile App,West,Retail,Known,835.47,3,7,650.08,0,0,0,1,1,1735705740.0,0,0.9372212610019208,0.0627787389980792,Low
5847,277826,Mobile App,East,Retail,Known,907.94,3,9,846.93,0,0,0,0,0,1735728360.0,0,0.9958576686599926,0.0041423313400074,Low
5848,604158,Mobile App,South,Retail,Known,1100.92,1,9,1030.34,0,0,0,1,0,1735704000.0,0,0.9687902524595666,0.0312097475404333,Low
5849,390446,Mobile App,North,SME,Known,1966.32,3,7,2038.3,0,0,0,0,0,1735728060.0,0,0.9965301522028605,0.0034698477971394,Low
5850,422959,Web,West,Retail,Known,1811.59,4,7,1113.32,0,0,0,1,0,1735699680.0,0,0.9645815514570338,0.0354184485429661,Low
5851,352156,Mobile App,East,Retail,Known,1755.17,2,8,1205.01,0,0,0,0,0,1735735560.0,0,0.995852160966606,0.0041478390333938,Low
5852,949776,Web,West,Retail,Known,8475.61,3,10,6383.31,0,0,0,1,0,1735705620.0,0,0.9687721014773292,0.0312278985226708,Low
5853,998035,POS,West,Retail,New,774.12,1,6,510.58,0,0,1,0,0,1735745820.0,0,0.9718785924096516,0.0281214075903483,Low
5854,569450,Mobile App,West,Retail,Known,1071.47,1,5,1026.22,0,0,0,1,0,1735694880.0,0,0.9692318943900284,0.0307681056099716,Low
5855,423258,Mobile App,West,Retail,Known,370.2,1,6,380.74,0,0,0,1,0,1735705740.0,0,0.9662329809545248,0.0337670190454751,Low
5856,348724,Web,West,Retail,Known,181.01,3,8,160.32,0,0,0,0,0,1735712040.0,0,0.996784064000472,0.0032159359995279,Low
5857,301202,POS,West,Retail,Shared,1498.44,2,8,1275.35,0,0,0,1,0,1735709400.0,0,0.9748331408160368,0.0251668591839631,Low
5858,125525,Call Center,West,SME,Known,211.91,0,1,183.5,0,0,0,1,0,1735710000.0,0,0.9763199444547508,0.0236800555452492,Low
5859,179818,Mobile App,West,Retail,Known,1195.15,2,6,1054.86,0,0,0,1,0,1735710780.0,0,0.970265245783842,0.029734754216158,Low
5860,214589,Mobile App,West,Retail,New,601.34,1,6,612.8,0,0,1,0,0,1735851300.0,0,0.9667876953110248,0.0332123046889753,Low
5861,245406,Mobile App,East,Retail,Shared,2203.03,4,7,1387.12,0,0,0,1,0,1735697280.0,0,0.9664799132574268,0.0335200867425732,Low
5862,719003,Web,East,Retail,Known,1438.29,2,7,952.88,0,0,0,0,0,1735742280.0,0,0.9958166866656388,0.0041833133343613,Low
5863,293839,Web,West,Retail,Known,657.84,2,7,426.33,0,0,0,0,0,1735718460.0,0,0.9966351168726564,0.0033648831273434,Low
5864,893076,Call Center,South,Retail,Known,7082.24,3,8,5456.46,0,0,0,1,0,1735708800.0,0,0.9810848184974192,0.0189151815025807,Low
5865,463298,POS,North,SME,Known,351.81,0,3,370.4,0,0,0,0,0,1735725720.0,0,0.9969840967203396,0.0030159032796604,Low
5866,606453,Web,North,Retail,Known,612.66,2,10,649.35,0,0,0,0,0,1735758720.0,0,0.996496828838328,0.0035031711616719,Low
5867,357438,Mobile App,South,SME,New,438.11,1,7,294.34,0,0,1,0,0,1735712220.0,0,0.9369718856527954,0.0630281143472045,Low
5868,929901,Mobile App,North,Retail,Known,621.45,1,8,399.31,0,0,0,0,0,1735761600.0,0,0.9965241010264356,0.0034758989735643,Low
5869,526903,Web,East,SME,Known,3070.87,2,7,2843.83,0,0,0,1,0,1735693140.0,0,0.972491112777702,0.0275088872222979,Low
5870,993041,Web,West,Retail,Known,6933.97,0,4,6004.68,0,0,0,0,0,1735727700.0,0,0.9986178811286316,0.0013821188713683,Low
5871,545872,Web,East,Retail,New,3600.3,1,6,2727.0,0,0,1,1,0,1735704180.0,1,0.7356946143182889,0.2643053856817111,Low
5872,510591,Mobile App,South,Retail,Known,804.39,2,7,819.69,0,0,0,1,0,1735707180.0,0,0.9700478933832668,0.0299521066167332,Low
5873,607235,Web,East,Retail,Known,766.85,3,10,782.17,0,0,0,0,0,1735720020.0,0,0.9956972692446568,0.0043027307553432,Low
5874,613951,Web,North,Retail,New,955.05,2,12,829.23,0,0,1,0,0,1735713120.0,0,0.9453037603958656,0.0546962396041343,Low
5875,427350,Mobile App,North,Retail,New,9205.58,1,4,9014.79,0,0,1,1,1,1735706880.0,1,0.6285693947964287,0.3714306052035713,Medium
5876,982894,Web,South,Retail,New,1310.22,0,5,1140.85,0,0,1,1,0,1735702860.0,1,0.7337993621106846,0.2662006378893153,Low
5877,791967,Mobile App,West,Retail,Known,124.67,1,12,89.95,0,0,0,0,0,1735724220.0,0,0.9962533679323364,0.0037466320676634,Low
5878,707466,Web,East,Corporate,Shared,3324.41,4,10,3605.26,0,0,0,0,0,1735714920.0,0,0.9978508206137208,0.0021491793862791,Low
5879,799746,POS,North,Retail,Known,4251.05,1,4,4210.62,0,0,0,1,0,1735703640.0,0,0.9774912649920336,0.0225087350079664,Low
5880,878754,Web,North,Retail,Known,2000.23,3,9,1521.08,0,0,0,1,0,1735697820.0,0,0.965941211100827,0.034058788899173,Low
5881,539503,Mobile App,West,SME,Known,2404.46,0,9,1619.49,0,0,0,0,0,1735743180.0,0,0.9970118712703212,0.0029881287296786,Low
5882,186724,Web,North,Corporate,New,9190.35,3,8,6952.86,0,0,1,0,0,1735747440.0,0,0.9304914644012314,0.0695085355987685,Low
5883,853492,Mobile App,East,Retail,Shared,755.68,4,8,630.29,0,0,0,1,0,1735698240.0,0,0.969421030197397,0.0305789698026029,Low
5884,196393,Mobile App,North,Retail,New,1907.79,4,8,1761.96,0,0,1,1,0,1735700520.0,1,0.6905404519155516,0.3094595480844484,Medium
5885,700600,Mobile App,East,Retail,Known,2221.09,5,9,1664.83,0,0,0,1,0,1735699380.0,0,0.9547428311240096,0.0452571688759903,Low
5886,961756,POS,North,Retail,Known,4091.05,2,13,3926.15,0,0,0,0,0,1735767300.0,0,0.9984061248153778,0.0015938751846222,Low
5887,695484,Web,East,Retail,Known,1963.03,2,6,2148.49,0,0,0,0,0,1735743120.0,0,0.996866388025049,0.0031336119749509,Low
5888,694302,Web,North,Retail,Known,2651.41,2,7,2407.02,0,0,0,1,0,1735692360.0,0,0.9693762082361091,0.0306237917638907,Low
5889,501426,Mobile App,East,Retail,New,1704.58,1,5,1276.1,0,0,1,0,0,1735753920.0,0,0.9343867010059224,0.0656132989940775,Low
5890,766282,Mobile App,South,Retail,Known,4378.86,2,3,2754.13,0,0,0,1,0,1735690920.0,0,0.9734252083662716,0.0265747916337284,Low
5891,529505,POS,South,Retail,Known,2173.48,1,10,2118.15,0,0,0,1,0,1735700100.0,0,0.9733076844409708,0.0266923155590292,Low
5892,622313,Mobile App,South,Retail,Known,3391.27,4,12,3155.36,0,0,0,1,0,1735780020.0,0,0.9632227893858742,0.0367772106141257,Low
5893,133340,Mobile App,North,Retail,Known,848.62,5,12,745.61,0,0,0,0,0,1735761480.0,0,0.9952898869152328,0.0047101130847672,Low
5894,401994,Mobile App,West,SME,Known,1648.0,2,12,1481.76,0,0,0,0,0,1735744320.0,0,0.996776921980745,0.003223078019255,Low
5895,596915,Mobile App,West,Retail,Known,957.52,0,5,633.39,0,0,0,0,0,1735711560.0,0,0.9967852273835542,0.0032147726164457,Low
5896,737999,Web,East,SME,New,1737.7,1,7,1161.73,0,0,1,1,1,1735703520.0,1,0.7082717980071435,0.2917282019928565,Low
5897,839538,Web,West,Retail,Known,1756.67,2,4,1266.15,0,0,0,0,0,1735766340.0,0,0.9976460510638554,0.0023539489361445,Low
5898,111094,Web,North,Retail,Known,1845.25,3,4,1656.24,0,0,0,0,0,1735728120.0,0,0.996627793974265,0.003372206025735,Low
5899,974391,Web,East,Retail,New,1111.53,1,8,931.81,0,0,1,1,0,1735702200.0,1,0.729106168971013,0.2708938310289869,Low
5900,892173,Web,East,Retail,Known,327.31,4,7,238.61,0,0,0,0,0,1735711980.0,0,0.994795682014886,0.005204317985114,Low
5901,735873,Mobile App,North,Retail,Known,7894.93,2,7,7249.49,0,0,0,0,0,1735766340.0,0,0.9962304882030704,0.0037695117969297,Low
5902,565590,POS,East,Retail,New,6635.53,1,8,4573.91,0,0,1,1,0,1735773720.0,1,0.7375425872381691,0.2624574127618309,Low
5903,610491,Web,West,SME,Known,3418.87,1,3,3667.33,0,0,0,0,0,1735728360.0,0,0.9984264722793306,0.0015735277206694,Low
5904,484708,Mobile App,South,Retail,Known,274.83,1,4,268.93,0,0,0,0,0,1735737060.0,0,0.9966232556417176,0.0033767443582823,Low
5905,168798,Mobile App,West,Retail,New,736.74,1,4,580.78,0,0,1,1,0,1735691040.0,1,0.7476634171739929,0.2523365828260071,Low
5906,301604,Web,North,SME,Known,3009.93,1,7,2937.07,0,0,0,0,0,1735722960.0,0,0.9956708750342615,0.0043291249657383,Low
5907,210130,Mobile App,South,Retail,Known,1795.64,6,12,1658.06,1,0,0,0,0,1735731600.0,0,0.8361641252400328,0.1638358747599671,Low
5908,908596,POS,South,Retail,Shared,589.5,2,11,618.86,0,0,0,1,0,1735690320.0,0,0.9785154792782064,0.0214845207217937,Low
5909,790955,Web,West,Retail,Known,1415.57,1,3,1470.59,0,0,0,0,0,1735756440.0,0,0.9976512110498788,0.0023487889501211,Low
5910,130257,Call Center,South,Retail,Shared,248.82,2,6,180.61,0,0,0,1,0,1735784460.0,0,0.9647776864804228,0.0352223135195772,Low
5911,507427,Web,West,Retail,Known,1600.69,5,13,1377.05,0,0,0,1,0,1735699380.0,0,0.950622069915599,0.0493779300844009,Low
5912,982421,POS,West,Retail,Known,5588.94,2,8,5248.2,0,0,0,0,0,1735756860.0,0,0.9988070351293,0.0011929648707001,Low
5913,152691,Mobile App,West,Retail,Known,234.01,3,8,169.28,0,0,0,0,0,1735729020.0,0,0.9960453336600004,0.0039546663399995,Low
5914,704056,Mobile App,North,Retail,Known,315.23,2,7,287.32,0,0,0,0,0,1735720860.0,0,0.9964656761659644,0.0035343238340355,Low
5915,518829,Web,South,Retail,Shared,2534.26,4,7,2374.24,0,0,0,0,0,1735756260.0,0,0.9982152523070748,0.0017847476929251,Low
5916,638314,Mobile App,North,SME,Shared,1081.28,1,3,700.17,0,0,0,1,0,1735701660.0,0,0.974802285696256,0.025197714303744,Low
5917,849450,POS,North,Retail,New,4133.57,3,6,2553.38,0,0,1,0,0,1735745880.0,0,0.9405741395086148,0.0594258604913852,Low
5918,393052,Mobile App,West,Retail,Known,501.62,1,6,406.42,0,0,0,1,0,1735703160.0,0,0.9707621190229652,0.0292378809770348,Low
5919,643898,Web,South,Retail,Known,6655.96,2,8,4054.25,0,0,0,0,0,1735745340.0,0,0.997230502119854,0.0027694978801458,Low
5920,277718,POS,East,Retail,Known,837.98,2,9,822.4,0,0,0,1,0,1735711140.0,0,0.971486578475004,0.0285134215249961,Low
5921,598357,Mobile App,East,Retail,Known,1676.28,2,8,1296.75,0,0,0,1,0,1735694040.0,0,0.9639480986715936,0.0360519013284064,Low
5922,425329,Call Center,West,Retail,New,5374.93,2,6,4348.94,0,0,1,1,0,1735706880.0,1,0.7623183190708798,0.2376816809291201,Low
5923,958999,Mobile App,West,Retail,Known,2004.74,1,4,1739.37,0,0,0,1,0,1735699140.0,0,0.9807972618535188,0.019202738146481,Low
5924,278646,Web,North,Retail,Known,1427.05,0,9,1012.51,0,0,0,1,0,1735693380.0,0,0.9697595471350442,0.0302404528649558,Low
5925,618420,POS,South,Retail,Known,6732.41,3,7,4276.74,0,0,0,1,1,1735693800.0,0,0.9510090499091436,0.0489909500908564,Low
5926,322123,Mobile App,West,Retail,Known,1285.98,1,3,1339.27,0,0,0,0,0,1735744080.0,0,0.9972668681299008,0.0027331318700992,Low
5927,595236,Mobile App,North,Retail,Known,3708.97,4,10,2604.78,0,0,0,0,0,1735766340.0,0,0.996489644934392,0.003510355065608,Low
5928,922614,Mobile App,East,Retail,New,5748.41,0,4,5951.61,0,0,1,1,0,1735783860.0,1,0.7758688856938476,0.2241311143061523,Low
5929,591006,Mobile App,North,SME,Known,704.72,0,4,659.16,0,0,0,0,0,1735758840.0,0,0.9967451495155336,0.0032548504844663,Low
5930,643576,Mobile App,North,Retail,Known,867.3,2,8,659.91,0,0,0,0,0,1735753380.0,0,0.9965549665019454,0.0034450334980545,Low
5931,965256,Mobile App,West,Corporate,Known,1122.13,1,3,823.19,0,0,0,1,0,1735692120.0,0,0.9794989681613444,0.0205010318386555,Low
5932,708713,Web,West,SME,Shared,2646.29,2,7,2717.12,0,0,0,0,0,1735745760.0,0,0.9970432625945628,0.0029567374054373,Low
5933,100917,Mobile App,East,Retail,Known,339.77,2,9,330.05,0,0,0,0,0,1735744620.0,0,0.9946847810633992,0.0053152189366007,Low
5934,962034,Call Center,South,Corporate,Shared,2742.04,0,5,1979.11,0,0,0,1,0,1735694640.0,0,0.9931688263921894,0.0068311736078105,Low
5935,951007,Web,East,Retail,New,951.48,4,8,1043.15,0,0,1,0,0,1735728600.0,0,0.9523381215149102,0.0476618784850898,Low
5936,958950,Mobile App,South,SME,New,1211.57,2,6,1298.26,0,0,1,0,0,1735711260.0,0,0.9583015545168736,0.0416984454831264,Low
5937,877475,Web,South,Retail,Known,1440.67,3,6,1258.84,0,0,0,1,0,1735772460.0,0,0.9694824738841102,0.0305175261158897,Low
5938,139104,POS,West,Retail,Known,510.71,3,6,443.85,0,0,0,0,0,1735732380.0,0,0.9968561959283586,0.0031438040716413,Low
5939,773422,Mobile App,East,SME,Shared,1242.84,2,6,929.71,0,0,0,0,0,1735798140.0,0,0.9958753573211976,0.0041246426788023,Low
5940,379143,POS,North,Retail,Known,898.97,2,8,601.5,0,0,0,1,0,1735693560.0,0,0.9732643302902868,0.0267356697097133,Low
5941,362091,Web,North,Corporate,New,2728.67,1,3,2637.5,0,0,1,1,0,1735691040.0,1,0.7183733989588339,0.2816266010411661,Low
5942,555061,POS,East,Corporate,Known,1393.34,1,6,873.85,0,0,0,0,0,1735820400.0,0,0.9966161554446932,0.0033838445553068,Low
5943,503157,Web,South,SME,Known,10148.21,2,8,6876.66,0,0,0,1,0,1735692600.0,0,0.9729852586785824,0.0270147413214174,Low
5944,685457,Web,East,Retail,Known,1427.47,3,5,1374.43,0,0,0,1,0,1735707120.0,0,0.9669153397607616,0.0330846602392382,Low
5945,254542,Mobile App,West,SME,Known,633.37,4,8,626.59,0,0,0,0,0,1735727340.0,0,0.9963680774569532,0.0036319225430466,Low
5946,229744,Mobile App,North,SME,Known,1074.15,2,5,1167.83,0,0,0,0,0,1735765920.0,0,0.9961996994357,0.0038003005643,Low
5947,997116,Web,North,Retail,Known,3796.15,2,3,2660.13,0,0,0,1,0,1735700160.0,0,0.9687006185699704,0.0312993814300297,Low
5948,159821,Mobile App,South,Retail,Known,5509.11,4,10,3911.82,0,0,0,1,0,1735690620.0,0,0.9629763111964617,0.0370236888035384,Low
5949,317741,Web,West,SME,Known,2214.23,1,4,2295.57,0,0,0,0,0,1735716060.0,0,0.998436501510065,0.0015634984899349,Low
5950,349265,Mobile App,East,SME,Known,7294.24,2,9,5599.72,0,0,0,0,0,1735712520.0,0,0.9968682884452048,0.0031317115547952,Low
5951,537651,Mobile App,West,Retail,Known,1833.41,1,8,1618.04,0,0,0,1,0,1735702740.0,0,0.9739766587512798,0.0260233412487201,Low
5952,497745,Mobile App,North,Retail,Known,5583.5,3,6,4065.53,0,0,0,0,0,1735764120.0,0,0.9965927652185754,0.0034072347814245,Low
5953,314127,Mobile App,West,SME,Known,3173.86,2,5,2285.76,0,0,0,0,0,1735739400.0,0,0.9969828517001206,0.0030171482998794,Low
5954,374336,Web,East,Retail,Shared,165.26,1,4,150.69,0,0,0,0,0,1735759860.0,0,0.9962644328779676,0.0037355671220323,Low
5955,436246,Mobile App,East,Retail,Known,1410.69,5,8,1082.03,0,0,0,1,0,1735695900.0,0,0.9548953871407916,0.0451046128592084,Low
5956,303834,Mobile App,East,Retail,Known,521.77,2,5,346.69,0,0,0,0,0,1735732020.0,0,0.996278246363804,0.003721753636196,Low
5957,858826,Mobile App,South,Retail,Known,984.27,3,10,770.38,0,0,0,0,0,1735822500.0,0,0.9961257557148744,0.0038742442851255,Low
5958,186795,POS,North,Retail,New,9331.66,2,7,8107.51,0,0,1,0,0,1735723620.0,0,0.9482636192735784,0.0517363807264216,Low
5959,265159,Web,South,Retail,Shared,1429.11,2,10,905.14,0,0,0,1,0,1735696320.0,0,0.966458763713756,0.0335412362862439,Low
5960,428821,Mobile App,North,Retail,Known,1974.55,2,8,1338.09,0,0,0,0,0,1735886400.0,0,0.996475725314019,0.003524274685981,Low
5961,759987,Mobile App,North,SME,Known,357.23,2,10,217.97,0,0,0,0,0,1735716600.0,0,0.996369919362319,0.003630080637681,Low
5962,343877,Web,East,Retail,Shared,787.15,2,9,629.25,0,0,0,0,0,1735755540.0,0,0.9961410850933216,0.0038589149066784,Low
5963,299298,POS,East,Retail,Known,750.85,0,4,610.79,0,0,0,1,0,1735695420.0,0,0.9746177223283392,0.0253822776716606,Low
5964,598843,Mobile App,North,Retail,Known,2295.15,3,8,1875.16,0,0,0,0,0,1735729080.0,0,0.9964825341549776,0.0035174658450224,Low
5965,812793,Web,East,SME,New,16669.9,1,6,17755.05,0,0,1,1,0,1735777320.0,1,0.7589388503198033,0.2410611496801967,Low
5966,236285,Mobile App,East,Retail,Known,637.37,3,9,424.35,0,0,0,0,0,1735716900.0,0,0.9948648991184508,0.0051351008815491,Low
5967,202412,Mobile App,East,SME,Known,1897.53,1,8,1666.84,0,0,0,1,0,1735701840.0,0,0.9655647273167138,0.0344352726832861,Low
5968,643692,Web,West,Retail,Known,743.04,1,9,668.51,0,0,0,1,0,1735694460.0,0,0.9728865143351366,0.0271134856648633,Low
5969,216545,Mobile App,South,Retail,Known,2868.44,3,10,2129.74,0,0,0,1,0,1735702200.0,0,0.9619213716159396,0.0380786283840604,Low
5970,518596,Web,West,Retail,Known,8719.62,3,6,6709.48,0,0,0,1,0,1735705320.0,0,0.9709219064212344,0.0290780935787656,Low
5971,322128,Mobile App,West,SME,New,1854.82,2,5,1217.81,0,0,1,0,0,1735734120.0,0,0.9677670684359604,0.0322329315640395,Low
5972,774533,Web,South,Retail,Known,998.25,4,15,771.74,0,0,0,1,0,1735696680.0,0,0.9545822447910264,0.0454177552089736,Low
5973,808387,Mobile App,West,Retail,Known,3211.12,3,7,2184.83,0,0,0,1,0,1735693620.0,0,0.965182935632266,0.0348170643677339,Low
5974,910421,Mobile App,North,SME,Known,1241.23,3,5,1138.78,0,0,0,1,0,1735707180.0,0,0.9756351025156972,0.0243648974843028,Low
5975,885945,Mobile App,East,Retail,Known,614.47,2,8,385.75,0,0,0,0,0,1735711680.0,0,0.9954614450441768,0.0045385549558231,Low
5976,470250,Web,West,Retail,New,2432.61,2,9,2667.52,0,0,1,0,0,1735725180.0,0,0.9325894326588812,0.0674105673411187,Low
5977,386663,Mobile App,West,SME,Known,5908.64,5,9,4928.3,0,0,0,0,0,1735733820.0,0,0.996959426783743,0.0030405732162569,Low
5978,881163,Mobile App,East,Retail,Known,10736.01,3,7,9746.84,0,0,0,0,0,1735768800.0,0,0.9950184787548002,0.0049815212451998,Low
5979,908871,Mobile App,East,SME,Known,1683.34,2,11,1096.42,0,0,0,1,0,1735701840.0,0,0.9682581256183398,0.0317418743816601,Low
5980,480714,POS,South,Retail,Known,986.14,1,7,761.93,0,0,0,0,0,1735716660.0,0,0.9967840817116368,0.0032159182883632,Low
5981,114995,Web,North,SME,Known,864.54,1,9,933.54,0,0,0,1,0,1735705980.0,0,0.9661662887644946,0.0338337112355054,Low
5982,123559,Mobile App,East,Retail,Known,8017.76,1,10,6587.46,0,0,0,1,0,1735689600.0,0,0.9571656065628524,0.0428343934371474,Low
5983,621244,Web,West,Retail,New,1004.03,1,3,1043.95,0,0,1,0,0,1735720740.0,0,0.9636754716014718,0.0363245283985281,Low
5984,451193,Web,South,Retail,Known,1633.96,2,4,1131.7,0,0,0,0,0,1735750500.0,0,0.996789440601427,0.0032105593985729,Low
5985,498237,POS,South,Retail,New,3319.02,4,10,2912.34,0,0,1,1,0,1735690920.0,1,0.7451161639727213,0.2548838360272787,Low
5986,722288,Mobile App,East,Retail,Known,309.06,2,7,277.42,0,0,0,1,0,1735689720.0,0,0.971917029339954,0.0280829706600459,Low
5987,776479,Mobile App,West,Retail,Shared,2301.64,4,11,1617.1,0,0,0,0,0,1735736400.0,0,0.996542612715446,0.0034573872845539,Low
5988,544755,Web,East,Retail,Known,1080.97,5,6,973.92,0,0,0,0,0,1735731000.0,0,0.9962399972650372,0.0037600027349629,Low
5989,588051,Mobile App,South,SME,New,3183.79,2,6,3232.43,0,0,1,1,0,1735708320.0,1,0.7674020465686726,0.2325979534313274,Low
5990,925782,Mobile App,West,SME,Shared,10444.49,3,6,6327.67,0,0,0,0,0,1735728600.0,0,0.9961119170364442,0.0038880829635558,Low
5991,539439,Web,West,Retail,Shared,1411.95,1,3,1148.7,0,0,0,0,0,1735799940.0,0,0.997316420796274,0.0026835792037258,Low
5992,125517,Mobile App,South,SME,Known,2022.08,4,6,1961.76,0,0,0,1,0,1735699800.0,0,0.9615208305847186,0.0384791694152813,Low
5993,571869,Mobile App,North,Retail,Known,821.76,2,8,567.84,0,0,0,1,0,1735699740.0,0,0.9660277570398412,0.0339722429601588,Low
5994,515466,Web,West,Retail,New,529.34,2,7,526.49,0,0,1,1,0,1735696980.0,1,0.7548780892275373,0.2451219107724627,Low
5995,315558,Mobile App,South,SME,Known,1342.8,3,9,1161.73,0,0,0,0,0,1735735920.0,0,0.9964851831285568,0.0035148168714431,Low
5996,576111,Web,West,SME,Known,3830.25,3,6,2473.74,0,0,0,1,0,1735705260.0,0,0.9721417213939274,0.0278582786060726,Low
5997,975564,POS,West,Retail,Shared,183.35,1,2,182.33,0,0,0,0,0,1735850940.0,0,0.997955058346142,0.002044941653858,Low
5998,584282,Web,South,SME,Known,1407.88,5,10,1352.59,0,0,0,0,0,1735734720.0,0,0.9968949389498734,0.0031050610501266,Low
5999,560014,Web,West,Retail,New,4197.2,2,5,4379.5,0,0,1,1,0,1735706040.0,1,0.7416027920270292,0.2583972079729708,Low
6000,547415,Web,North,Retail,Known,9344.89,2,9,5861.91,0,0,0,1,0,1735695360.0,0,0.9703552748770083,0.0296447251229915,Low
6001,617039,POS,South,SME,Known,2850.65,1,9,2492.79,0,0,0,0,0,1735721820.0,0,0.996839985668077,0.003160014331923,Low
6002,945978,Mobile App,South,Retail,Known,2382.26,1,7,1963.55,0,0,0,1,0,1735702140.0,0,0.980611873940419,0.0193881260595809,Low
6003,621396,Mobile App,West,SME,Known,5439.87,3,7,5788.51,0,0,0,1,0,1735774500.0,0,0.9689187566822676,0.0310812433177325,Low
6004,205686,POS,North,Retail,Known,5023.34,2,9,3885.96,0,0,0,1,0,1735710540.0,0,0.9652258388138114,0.0347741611861886,Low
6005,712439,Web,North,Retail,Known,587.79,2,6,611.68,0,0,0,1,0,1735702020.0,0,0.9769917232680142,0.0230082767319857,Low
6006,365471,Mobile App,East,SME,Known,275.98,1,7,265.35,0,0,0,0,0,1735721520.0,0,0.9960774078644536,0.0039225921355463,Low
6007,744606,POS,South,SME,Known,359.38,4,7,239.43,0,0,0,1,0,1735694880.0,0,0.9771160937205012,0.0228839062794987,Low
6008,819778,Mobile App,West,Corporate,Shared,279.56,6,10,286.09,1,0,0,0,0,1735719240.0,0,0.8422655791885441,0.1577344208114559,Low
6009,587602,Web,West,Retail,Known,997.34,3,7,794.62,0,0,0,1,0,1735691640.0,0,0.9692396916065532,0.0307603083934468,Low
6010,798148,Call Center,East,Retail,Known,4461.93,5,9,4405.53,0,0,0,0,0,1735723200.0,0,0.9982766478741176,0.0017233521258822,Low
6011,740233,Web,West,Corporate,Known,4626.19,4,6,4715.71,0,0,0,0,0,1735716780.0,0,0.9980393551906754,0.0019606448093245,Low
6012,313456,POS,North,Retail,Known,3910.44,3,7,3199.39,0,0,0,0,0,1735716060.0,0,0.9981854958377436,0.0018145041622564,Low
6013,408974,Web,South,Retail,Known,9932.64,3,7,7789.35,0,0,0,0,0,1735731060.0,0,0.9981699358883676,0.0018300641116324,Low
6014,152446,POS,North,Retail,Known,650.84,2,12,510.6,0,0,0,1,0,1735691220.0,0,0.9612544184968912,0.0387455815031086,Low
6015,508376,Call Center,South,Retail,Known,189.59,2,3,171.68,0,0,0,0,0,1735711740.0,0,0.9970673336590564,0.0029326663409435,Low
6016,811943,Mobile App,East,Retail,Known,704.59,2,8,544.17,0,0,0,1,0,1735710720.0,0,0.9681096674798602,0.0318903325201397,Low
6017,527214,Mobile App,South,Retail,Known,5666.91,4,9,6041.62,0,0,0,0,0,1735711740.0,0,0.9964462019490588,0.0035537980509411,Low
6018,240148,Web,North,Retail,New,763.31,3,6,637.67,0,0,1,0,0,1735830180.0,0,0.9562459226589464,0.0437540773410536,Low
6019,693629,Call Center,West,SME,Known,1935.81,2,6,1666.7,0,0,0,1,0,1735694940.0,0,0.9735980621604048,0.026401937839595,Low
6020,131085,Web,South,Retail,Known,148.97,0,2,115.75,0,0,0,0,0,1735731780.0,0,0.9965331361326586,0.0034668638673414,Low
6021,417715,POS,East,Retail,Known,8079.07,3,6,7380.39,0,0,0,1,0,1735708080.0,0,0.9633866088536696,0.0366133911463303,Low
6022,507931,POS,East,Retail,New,3974.46,2,12,3725.87,0,0,1,0,0,1735715400.0,0,0.934704292636218,0.065295707363782,Low
6023,624006,Web,West,SME,Known,2241.01,2,5,2317.12,0,0,0,0,0,1735741320.0,0,0.997215588285072,0.002784411714928,Low
6024,490452,Web,East,Retail,Known,725.54,4,9,582.16,0,0,0,1,0,1735695720.0,0,0.9689365702690064,0.0310634297309937,Low
6025,105750,Mobile App,North,Retail,Known,7569.91,1,8,6089.93,0,0,0,0,0,1735741500.0,0,0.9961382681807268,0.0038617318192732,Low
