transaction_id,customer_id,event_time,channel,region,customer_segment,device_type,transaction_amount,txn_count_last_24h,txn_count_last_7d,avg_amount_last_30d,velocity_flag,high_amount_flag,new_device_flag,odd_hour_flag,high_risk_flag
1898,784191,2025-01-01 01:37:00,POS,East,Retail,Known,2328.86,3,15,2530.54,0,0,0,1,0
1899,107906,2025-01-01 15:15:00,Mobile App,North,Retail,New,6558.06,1,6,6118.48,0,0,1,0,0
1900,423557,2025-01-01 08:52:00,Web,East,Retail,Known,1323.54,4,10,1353.47,0,0,0,0,0
1901,678316,2025-01-01 04:47:00,Mobile App,West,Retail,Known,1935.0,3,8,1535.08,0,0,0,1,0
1902,893719,2025-01-01 04:02:00,POS,East,SME,Known,528.66,2,7,520.24,0,0,0,1,0
1903,395804,2025-01-01 19:21:00,Mobile App,South,Corporate,Shared,1239.72,4,8,1347.36,0,0,0,0,0
1904,568974,2025-01-01 20:46:00,Mobile App,South,Retail,Known,1257.81,1,6,1029.17,0,0,0,0,0
1905,946936,2025-01-01 08:42:00,POS,South,Retail,Known,876.34,3,6,744.26,0,0,0,0,0
1906,815080,2025-01-01 07:26:00,Web,South,SME,Known,1641.41,3,5,1570.24,0,0,0,0,0
1907,727267,2025-01-01 16:57:00,Call Center,North,Retail,Known,1418.98,6,11,1298.01,1,0,0,0,0
1908,134701,2025-01-01 13:50:00,Web,South,SME,Known,2425.9,4,10,2009.48,0,0,0,0,0
1909,183300,2025-01-01 05:06:00,Mobile App,North,Retail,Known,6184.47,3,7,4655.01,0,0,0,1,0
1910,865537,2025-01-01 00:51:00,Web,West,Retail,Known,3161.99,1,6,2855.6,0,0,0,1,0
1911,773034,2025-01-01 14:37:00,POS,South,Retail,New,1045.12,4,5,1115.84,0,0,1,0,0
1912,183560,2025-01-01 01:50:00,Web,West,Retail,New,1805.96,1,4,1754.03,0,0,1,1,1
1913,342615,2025-01-01 00:09:00,POS,West,SME,Shared,4638.86,3,8,3312.07,0,0,0,1,0
1914,143642,2025-01-01 18:32:00,Mobile App,North,Retail,Shared,369.21,2,6,229.53,0,0,0,0,0
1915,617083,2025-01-01 08:38:00,Mobile App,East,Corporate,Shared,7724.11,3,9,5361.05,0,0,0,0,0
1916,591036,2025-01-01 22:13:00,POS,South,SME,Known,504.46,1,6,361.96,0,0,0,0,0
1917,427304,2025-01-01 06:37:00,Mobile App,South,Retail,Known,90.03,4,9,55.11,0,0,0,0,0
1918,904034,2025-01-02 02:06:00,Web,East,Retail,Known,10297.36,1,2,10037.26,0,0,0,1,0
1919,465464,2025-01-01 04:22:00,Mobile App,South,SME,Known,422.28,7,10,413.8,1,0,0,1,0
1920,713089,2025-01-01 12:53:00,Web,North,Retail,Known,2507.63,3,6,1885.11,0,0,0,0,0
1921,388075,2025-01-01 03:34:00,Mobile App,East,Retail,Known,765.84,3,8,616.05,0,0,0,1,0
1922,194377,2025-01-01 00:00:00,Web,South,Retail,Known,1342.23,0,4,815.8,0,0,0,1,0
1923,915624,2025-01-01 04:46:00,Call Center,South,Retail,Known,2767.01,3,9,2545.99,0,0,0,1,0
1924,932974,2025-01-01 13:23:00,Mobile App,North,Retail,Shared,6802.06,3,8,4210.56,0,0,0,0,0
1925,928952,2025-01-01 01:37:00,Web,South,Retail,Known,3621.48,1,5,3339.16,0,0,0,1,0
1926,426916,2025-01-01 07:01:00,Mobile App,North,Retail,Known,5205.85,1,5,4246.08,0,0,0,0,0
1927,551978,2025-01-01 02:23:00,Mobile App,West,Retail,Known,4842.77,4,8,2956.33,0,0,0,1,0
1928,412250,2025-01-01 00:46:00,Mobile App,South,Retail,New,9096.61,3,11,8701.15,0,0,1,1,0
1929,705409,2025-01-01 09:36:00,Web,East,Retail,New,3857.9,2,11,2632.28,0,0,1,0,0
1930,125559,2025-01-02 06:21:00,Mobile App,North,SME,Known,4573.16,2,3,4165.16,0,0,0,0,0
1931,992027,2025-01-01 03:43:00,Mobile App,North,SME,Known,1535.48,1,6,1079.42,0,0,0,1,0
1932,658030,2025-01-01 08:41:00,Web,South,Retail,Known,575.58,5,8,544.99,0,0,0,0,0
1933,956101,2025-01-02 06:42:00,POS,North,Retail,Known,1619.19,1,5,1140.12,0,0,0,0,0
1934,777114,2025-01-01 10:30:00,Mobile App,West,Retail,Known,1664.53,2,5,1521.78,0,0,0,0,0
1935,235044,2025-01-01 11:10:00,Web,North,Retail,Known,1359.07,2,7,1461.67,0,0,0,0,0
1936,957263,2025-01-01 01:58:00,Web,West,Retail,Known,1121.14,1,4,992.93,0,0,0,1,0
1937,212217,2025-01-01 06:47:00,Mobile App,East,SME,Shared,5806.99,2,5,4626.29,0,0,0,0,0
1938,666161,2025-01-01 04:34:00,Web,North,Retail,Shared,1791.86,0,9,1621.31,0,0,0,1,0
1939,992964,2025-01-01 06:22:00,Web,East,Retail,Known,1794.68,2,10,1909.11,0,0,0,0,0
1940,503119,2025-01-01 16:08:00,Web,West,Retail,Shared,1090.85,2,8,755.19,0,0,0,0,0
1941,758380,2025-01-01 06:10:00,Mobile App,North,Retail,Known,2679.71,1,6,2141.2,0,0,0,0,0
1942,928187,2025-01-01 00:38:00,POS,West,Retail,New,692.07,2,6,607.15,0,0,1,1,0
1943,972388,2025-01-01 23:35:00,Mobile App,West,Retail,Known,720.21,3,12,468.84,0,0,0,1,0
1944,186988,2025-01-01 07:52:00,Mobile App,East,SME,Known,4058.22,2,5,2951.15,0,0,0,0,0
1945,669936,2025-01-02 01:50:00,Web,East,Retail,Known,45.36,5,10,48.06,0,0,0,1,0
1946,225991,2025-01-01 08:29:00,Mobile App,East,SME,Shared,268.69,3,8,294.55,0,0,0,0,0
1947,502732,2025-01-01 00:43:00,Mobile App,West,Retail,Known,2521.46,5,7,2550.31,0,0,0,1,0
1948,606079,2025-01-01 08:02:00,Web,West,Retail,Known,934.63,0,7,723.87,0,0,0,0,0
1949,626684,2025-01-01 08:34:00,Web,East,Retail,Known,454.77,2,10,351.78,0,0,0,0,0
1950,184082,2025-01-01 02:24:00,Mobile App,West,Retail,Known,6945.65,1,8,4641.79,0,0,0,1,0
1951,228322,2025-01-01 06:22:00,Web,East,SME,Known,1574.16,1,10,1401.69,0,0,0,0,0
1952,756951,2025-01-01 06:09:00,POS,South,Retail,New,836.41,5,11,579.46,0,0,1,0,0
1953,111303,2025-01-01 09:45:00,Call Center,North,SME,Known,639.23,1,7,525.62,0,0,0,0,0
1954,261633,2025-01-01 03:00:00,Mobile App,South,Retail,Known,164.6,3,6,168.5,0,0,0,1,0
1955,433863,2025-01-01 08:43:00,Web,West,Retail,Known,4209.38,4,8,3483.54,0,0,0,0,0
1956,349690,2025-01-01 02:45:00,Mobile App,North,Retail,Shared,26312.6,1,8,18613.42,0,0,0,1,0
1957,884108,2025-01-01 05:54:00,POS,West,Retail,Known,1345.71,2,7,1178.79,0,0,0,1,0
1958,199616,2025-01-01 01:18:00,POS,West,SME,Known,2739.94,4,14,2976.06,0,0,0,1,0
1959,186231,2025-01-01 00:22:00,Mobile App,North,Retail,Known,966.59,3,5,831.29,0,0,0,1,0
1960,369458,2025-01-01 03:51:00,Web,West,Retail,New,2227.72,3,8,1377.84,0,0,1,1,1
1961,119623,2025-01-01 03:12:00,POS,West,Retail,Known,603.47,1,3,617.93,0,0,0,1,0
1962,823035,2025-01-01 05:13:00,Web,West,SME,Known,9469.89,4,9,10035.41,0,0,0,1,0
1963,590042,2025-01-02 08:41:00,Web,East,Retail,Known,2298.45,2,8,1567.71,0,0,0,0,0
1964,558298,2025-01-01 07:23:00,POS,West,SME,Known,318.97,4,10,267.28,0,0,0,0,0
1965,576840,2025-01-01 08:03:00,POS,North,Retail,Known,19794.82,2,6,20630.12,0,0,0,0,0
1966,205228,2025-01-02 04:24:00,Web,South,Corporate,Known,385.4,4,7,323.28,0,0,0,1,0
1967,526346,2025-01-02 01:24:00,POS,North,SME,Known,23900.3,0,8,18624.2,0,0,0,1,0
1968,807116,2025-01-01 21:33:00,Web,North,Retail,New,4505.13,5,12,3327.99,0,0,1,0,1
1969,984056,2025-01-01 01:01:00,Mobile App,South,SME,Known,590.54,2,6,575.54,0,0,0,1,0
1970,781652,2025-01-01 10:03:00,Web,West,Retail,New,2088.78,4,12,1771.06,0,0,1,0,0
1971,998217,2025-01-01 16:30:00,Mobile App,South,SME,Known,887.82,3,5,647.72,0,0,0,0,0
1972,620547,2025-01-01 18:03:00,Mobile App,South,Retail,Known,1101.13,1,4,751.86,0,0,0,0,0
1973,972638,2025-01-01 08:37:00,POS,East,Retail,Known,4905.51,1,3,2988.11,0,0,0,0,0
1974,169274,2025-01-01 00:10:00,Call Center,East,SME,Known,680.88,1,9,683.98,0,0,0,1,0
1975,233541,2025-01-02 12:23:00,POS,North,Corporate,Shared,4517.99,0,1,4381.43,0,0,0,0,0
1976,153947,2025-01-01 06:23:00,Mobile App,North,SME,Known,295.58,2,10,220.46,0,0,0,0,0
1977,777894,2025-01-01 05:00:00,Web,East,Corporate,New,17376.3,1,5,14849.24,0,0,1,1,1
1978,294692,2025-01-01 05:01:00,Call Center,South,SME,Known,1544.21,2,5,1501.88,0,0,0,1,0
1979,148874,2025-01-01 05:31:00,POS,South,Retail,Known,1143.14,1,5,1071.65,0,0,0,1,0
1980,673996,2025-01-01 02:46:00,Call Center,South,Retail,Known,1548.15,4,8,1687.26,0,0,0,1,0
1981,174553,2025-01-01 03:57:00,Mobile App,West,Retail,Known,345.2,3,7,288.67,0,0,0,1,0
1982,692632,2025-01-02 18:14:00,POS,East,Retail,Shared,742.44,3,11,683.63,0,0,0,0,0
1983,935570,2025-01-01 04:35:00,POS,West,SME,Known,158.47,3,5,146.18,0,0,0,1,0
1984,809662,2025-01-01 07:28:00,Mobile App,South,Retail,Known,554.33,0,5,413.71,0,0,0,0,0
1985,671926,2025-01-01 18:51:00,Mobile App,West,Corporate,Known,2680.61,5,8,1627.78,0,0,0,0,0
1986,178249,2025-01-01 07:29:00,POS,North,Retail,Known,8128.12,4,10,6194.5,0,0,0,0,0
1987,992297,2025-01-01 03:55:00,Mobile App,East,Retail,Known,1880.23,2,9,1212.08,0,0,0,1,0
1988,627007,2025-01-01 07:25:00,Mobile App,South,Retail,New,522.8,3,6,415.56,0,0,1,0,0
1989,778250,2025-01-01 01:12:00,Mobile App,North,Retail,New,526.58,2,8,355.75,0,0,1,1,0
1990,570452,2025-01-01 01:23:00,Mobile App,West,SME,Known,2767.13,2,4,1775.13,0,0,0,1,0
1991,529725,2025-01-01 11:50:00,Mobile App,North,SME,Known,11361.82,2,9,11063.35,0,0,0,0,0
1992,142534,2025-01-02 00:56:00,Mobile App,South,SME,Known,2859.1,3,9,2616.19,0,0,0,1,0
1993,595518,2025-01-01 12:56:00,Mobile App,East,SME,Known,4817.15,0,6,5219.26,0,0,0,0,0
1994,716529,2025-01-01 00:46:00,POS,East,SME,Known,1531.62,1,8,1400.07,0,0,0,1,0
1995,512003,2025-01-01 05:09:00,Mobile App,South,SME,Shared,857.05,3,9,686.28,0,0,0,1,0
1996,226209,2025-01-01 00:01:00,Mobile App,East,Retail,Known,524.19,5,6,524.46,0,0,0,1,1
1997,542061,2025-01-01 07:09:00,Web,North,Retail,New,4684.06,4,8,2904.66,0,0,1,0,0
1998,289004,2025-01-01 02:08:00,POS,South,Retail,Known,4416.05,3,8,3358.66,0,0,0,1,0
1999,716412,2025-01-01 20:15:00,Mobile App,West,SME,Known,2370.09,1,7,2480.21,0,0,0,0,0
2000,715947,2025-01-01 01:06:00,Mobile App,East,Retail,New,2202.59,2,10,1672.69,0,0,1,1,0
2001,264134,2025-01-01 00:00:00,Mobile App,West,Retail,Known,7386.17,2,8,7515.13,0,0,0,1,0
2002,175713,2025-01-01 05:59:00,POS,East,Retail,Known,3403.64,3,7,3701.01,0,0,0,1,0
2003,842623,2025-01-01 01:41:00,Web,East,SME,Known,1176.01,4,6,827.27,0,0,0,1,0
2004,588972,2025-01-01 13:23:00,Mobile App,South,Retail,Shared,1430.77,0,8,1202.56,0,0,0,0,0
2005,175418,2025-01-02 01:14:00,POS,South,Retail,Shared,1113.94,3,11,746.3,0,0,0,1,0
2006,228232,2025-01-01 00:25:00,Mobile App,North,Retail,Known,2341.53,4,5,2279.18,0,0,0,1,0
2007,620551,2025-01-01 05:02:00,Mobile App,West,Retail,Shared,1011.09,0,1,1022.19,0,0,0,1,0
2008,263038,2025-01-03 09:29:00,Web,West,SME,New,286.76,4,9,312.15,0,0,1,0,0
2009,268383,2025-01-01 13:11:00,Web,South,Retail,Known,1244.86,4,15,1178.09,0,0,0,0,0
2010,918007,2025-01-02 06:36:00,Web,South,Retail,Known,680.26,1,7,418.83,0,0,0,0,0
2011,425996,2025-01-01 01:47:00,Mobile App,West,SME,Known,4861.59,2,4,3645.48,0,0,0,1,0
2012,358722,2025-01-01 02:30:00,POS,West,Retail,Known,433.04,1,7,412.3,0,0,0,1,0
2013,232079,2025-01-01 01:40:00,Mobile App,East,Retail,Known,747.5,3,7,451.58,0,0,0,1,0
2014,302053,2025-01-01 03:36:00,Mobile App,East,SME,New,6023.87,4,5,4281.19,0,0,1,1,1
2015,700530,2025-01-01 12:53:00,Web,South,SME,Known,783.65,4,6,493.89,0,0,0,0,0
2016,278589,2025-01-01 01:48:00,POS,West,Retail,Known,4103.83,1,4,3406.47,0,0,0,1,0
2017,603238,2025-01-01 07:25:00,Mobile App,East,SME,Known,2063.25,1,7,1698.8,0,0,0,0,0
2018,129257,2025-01-01 03:08:00,Web,East,Retail,Known,1365.12,3,9,870.33,0,0,0,1,0
2019,580488,2025-01-01 17:40:00,Web,West,Retail,Known,992.77,4,7,782.17,0,0,0,0,0
2020,535423,2025-01-01 00:03:00,POS,West,Retail,Shared,2685.36,0,7,1968.98,0,0,0,1,0
2021,244353,2025-01-01 02:31:00,Mobile App,South,SME,Known,381.42,2,5,406.06,0,0,0,1,0
2022,423390,2025-01-01 09:17:00,Web,West,Retail,Shared,1298.07,1,8,1112.92,0,0,0,0,0
2023,363579,2025-01-01 01:01:00,Web,South,SME,Known,5361.85,1,5,3325.14,0,0,0,1,0
2024,329947,2025-01-01 06:16:00,Mobile App,East,Retail,New,2074.46,4,9,1621.87,0,0,1,0,0
2025,331758,2025-01-01 05:43:00,Web,North,Retail,Known,676.47,0,8,449.53,0,0,0,1,0
2026,715645,2025-01-01 19:08:00,Web,North,Retail,Known,6722.56,6,15,6068.77,1,0,0,0,0
2027,257732,2025-01-01 09:49:00,POS,West,Retail,Known,463.32,6,13,360.71,1,0,0,0,1
2028,827955,2025-01-01 10:12:00,POS,South,Retail,Known,436.78,2,5,269.7,0,0,0,0,0
2029,708095,2025-01-02 06:19:00,Mobile App,North,SME,Known,4399.67,1,4,4102.1,0,0,0,0,0
2030,538755,2025-01-02 16:22:00,Mobile App,East,Retail,Known,218.35,4,6,162.4,0,0,0,0,0
2031,238563,2025-01-01 10:35:00,Web,East,Retail,Known,9334.77,2,5,9772.8,0,0,0,0,0
2032,883066,2025-01-01 07:22:00,Web,South,Retail,Known,1715.08,0,7,1190.69,0,0,0,0,0
2033,606047,2025-01-01 09:21:00,Mobile App,North,SME,Known,2620.39,2,13,2476.79,0,0,0,0,0
2034,805552,2025-01-01 04:49:00,Mobile App,East,Retail,Known,11623.6,2,11,10570.39,0,0,0,1,1
2035,426032,2025-01-02 19:47:00,POS,East,SME,Known,1992.9,3,7,1724.63,0,0,0,0,0
2036,697897,2025-01-01 12:12:00,Mobile App,West,Retail,Known,1098.47,2,8,1191.74,0,0,0,0,0
2037,895509,2025-01-01 03:26:00,Mobile App,North,SME,Shared,3553.71,0,3,3574.0,0,0,0,1,0
2038,872800,2025-01-01 00:35:00,Web,West,Retail,Known,1822.55,3,11,1742.69,0,0,0,1,0
2039,353973,2025-01-01 00:27:00,POS,East,Retail,Shared,3954.33,1,8,3892.48,0,0,0,1,0
2040,383097,2025-01-01 02:17:00,Web,East,Retail,Known,2178.3,2,6,2145.05,0,0,0,1,0
2041,476826,2025-01-01 02:39:00,Mobile App,North,SME,New,301.86,3,8,271.35,0,0,1,1,0
2042,614257,2025-01-01 05:21:00,Call Center,North,Corporate,Known,2512.44,5,10,2569.06,0,0,0,1,0
2043,954321,2025-01-01 02:25:00,Mobile App,South,Retail,Shared,7368.91,1,7,4939.83,0,0,0,1,0
2044,779181,2025-01-01 09:58:00,Web,North,Retail,New,5047.22,2,10,3203.66,0,0,1,0,0
2045,530783,2025-01-01 02:22:00,Web,South,Retail,Known,1707.33,2,4,1247.4,0,0,0,1,0
2046,215374,2025-01-01 02:04:00,Mobile App,West,Retail,Known,272.27,4,10,201.43,0,0,0,1,0
2047,649148,2025-01-01 06:22:00,Web,North,Retail,Known,3322.23,1,7,2630.12,0,0,0,0,0
2048,776555,2025-01-01 21:57:00,Mobile App,West,Retail,Known,3314.33,2,6,2565.1,0,0,0,0,0
2049,701763,2025-01-01 06:19:00,Mobile App,West,SME,Known,3739.08,5,11,3139.43,0,0,0,0,0
2050,584090,2025-01-01 05:20:00,Mobile App,South,Retail,Known,5655.39,2,6,4599.29,0,0,0,1,0
2051,973698,2025-01-01 08:37:00,POS,East,Corporate,New,299.43,4,8,250.6,0,0,1,0,0
2052,776787,2025-01-01 02:58:00,POS,South,Retail,New,599.94,4,6,386.41,0,0,1,1,1
2053,987164,2025-01-01 04:21:00,Mobile App,South,Retail,New,909.19,1,8,560.43,0,0,1,1,0
2054,389227,2025-01-01 02:24:00,Call Center,West,SME,Known,7951.71,2,6,6643.67,0,0,0,1,0
2055,842406,2025-01-01 08:28:00,POS,East,Retail,New,5584.42,1,2,5106.08,0,0,1,0,0
2056,943804,2025-01-01 11:57:00,Mobile App,North,Retail,New,3847.85,5,12,2964.37,0,0,1,0,0
2057,748074,2025-01-01 11:11:00,POS,North,Retail,Shared,2059.41,2,5,1397.08,0,0,0,0,0
2058,632101,2025-01-01 02:56:00,Web,West,SME,New,2289.01,1,7,1382.49,0,0,1,1,0
2059,131598,2025-01-01 15:07:00,POS,South,Retail,New,3342.42,3,8,3260.27,0,0,1,0,0
2060,605934,2025-01-01 02:57:00,POS,North,SME,Known,2263.38,1,8,1594.46,0,0,0,1,0
2061,882239,2025-01-01 01:37:00,POS,South,SME,Known,4762.05,3,9,5152.71,0,0,0,1,0
2062,717394,2025-01-01 04:18:00,Mobile App,East,Retail,Known,1194.37,0,8,813.22,0,0,0,1,0
2063,389226,2025-01-01 09:06:00,Web,North,Retail,Known,1093.87,3,6,897.05,0,0,0,0,0
2064,915673,2025-01-01 01:31:00,Web,North,Retail,Shared,8902.7,4,11,9167.2,0,0,0,1,0
2065,327286,2025-01-01 10:26:00,Mobile App,North,SME,Known,484.56,1,3,324.06,0,0,0,0,0
2066,537785,2025-01-01 19:52:00,Mobile App,West,Retail,New,2534.58,3,10,2151.86,0,0,1,0,0
2067,111745,2025-01-01 03:28:00,Mobile App,East,Corporate,Known,1378.95,3,4,1390.2,0,0,0,1,0
2068,912461,2025-01-01 05:58:00,POS,South,Retail,Known,1078.56,0,5,749.81,0,0,0,1,0
2069,244097,2025-01-01 02:35:00,POS,South,Retail,Known,2858.73,0,7,2872.17,0,0,0,1,0
2070,332732,2025-01-01 04:28:00,Call Center,East,Retail,Known,268.19,2,9,173.7,0,0,0,1,0
2071,769648,2025-01-01 00:13:00,Mobile App,South,SME,Known,573.5,3,9,607.93,0,0,0,1,0
2072,713474,2025-01-02 06:44:00,Web,West,Retail,Known,1240.18,0,6,959.84,0,0,0,0,0
2073,984200,2025-01-01 05:22:00,Web,South,Corporate,Shared,186.48,3,7,156.77,0,0,0,1,0
2074,313030,2025-01-01 15:33:00,Mobile App,West,Retail,Known,336.63,0,10,215.39,0,0,0,0,0
2075,824238,2025-01-01 01:32:00,Mobile App,West,SME,Known,1936.87,2,9,1340.6,0,0,0,1,0
2076,666134,2025-01-01 16:43:00,Mobile App,East,Retail,Known,260.73,1,3,197.13,0,0,0,0,0
2077,438076,2025-01-01 19:40:00,Call Center,West,Retail,Known,2308.4,0,6,1393.78,0,0,0,0,0
2078,248554,2025-01-01 12:34:00,Call Center,North,Retail,New,2168.54,1,7,1481.4,0,0,1,0,0
2079,385555,2025-01-01 23:21:00,POS,West,Retail,Known,1015.77,2,7,893.21,0,0,0,1,0
2080,544191,2025-01-01 01:49:00,Web,South,Retail,Known,2438.93,1,5,1599.89,0,0,0,1,0
2081,553761,2025-01-01 06:28:00,Mobile App,East,Retail,Known,2476.89,3,8,2645.5,0,0,0,0,0
2082,605518,2025-01-01 09:40:00,POS,South,Retail,Known,1600.1,2,6,1062.4,0,0,0,0,0
2083,440941,2025-01-01 09:04:00,Mobile App,North,Retail,New,4492.28,1,11,2839.33,0,0,1,0,1
2084,414451,2025-01-01 19:44:00,Web,West,Retail,Known,1566.78,1,9,1465.71,0,0,0,0,0
2085,384186,2025-01-01 02:25:00,Mobile App,North,Retail,Known,691.51,6,14,694.56,1,0,0,1,0
2086,677218,2025-01-01 01:55:00,Call Center,West,SME,Shared,3342.63,1,9,3383.09,0,0,0,1,0
2087,872944,2025-01-01 02:55:00,Mobile App,North,SME,Shared,2313.34,2,4,1492.59,0,0,0,1,0
2088,537629,2025-01-01 22:12:00,Mobile App,North,SME,Known,3360.47,2,6,2117.73,0,0,0,0,0
2089,868747,2025-01-02 04:18:00,POS,North,Retail,Known,1411.61,3,10,1538.37,0,0,0,1,0
2090,324695,2025-01-01 08:25:00,Mobile App,North,Retail,Known,787.23,6,9,755.19,1,0,0,0,0
2091,984315,2025-01-01 06:57:00,Call Center,North,Retail,Known,5567.19,2,7,6036.0,0,0,0,0,0
2092,395900,2025-01-01 09:17:00,Mobile App,North,SME,Known,659.08,3,7,621.65,0,0,0,0,0
2093,153268,2025-01-01 09:34:00,POS,West,Retail,Known,866.24,2,10,597.51,0,0,0,0,0
2094,532430,2025-01-01 01:52:00,Web,South,Retail,Known,1400.09,1,6,1336.4,0,0,0,1,0
2095,312943,2025-01-01 11:35:00,Web,East,Retail,New,536.17,3,8,444.3,0,0,1,0,0
2096,883204,2025-01-01 06:01:00,POS,East,SME,Known,1722.29,2,9,1295.98,0,0,0,0,0
2097,521818,2025-01-01 07:17:00,Web,South,Retail,New,645.18,2,8,408.11,0,0,1,0,1
2098,808691,2025-01-01 00:18:00,Mobile App,West,SME,Known,234.35,3,7,205.1,0,0,0,1,0
2099,673189,2025-01-01 14:27:00,Mobile App,West,Retail,Known,9698.92,6,7,7075.13,1,0,0,0,0
2100,462130,2025-01-01 18:02:00,Mobile App,East,Retail,Known,309.1,3,7,278.15,0,0,0,0,0
2101,294488,2025-01-01 09:39:00,POS,East,SME,Known,669.82,1,8,639.87,0,0,0,0,0
2102,787556,2025-01-01 13:48:00,Mobile App,North,Retail,Known,1655.31,0,5,1722.9,0,0,0,0,0
2103,490530,2025-01-01 07:23:00,Mobile App,South,SME,Known,837.58,1,10,794.65,0,0,0,0,0
2104,892058,2025-01-01 09:37:00,Mobile App,North,Retail,Known,9784.23,1,7,7936.27,0,0,0,0,0
2105,762784,2025-01-01 05:01:00,Web,North,SME,Known,1043.08,2,8,869.11,0,0,0,1,0
2106,899289,2025-01-01 15:41:00,Mobile App,North,Corporate,Known,2134.7,3,12,2001.58,0,0,0,0,0
2107,341531,2025-01-01 06:18:00,POS,South,Retail,Shared,923.02,2,10,765.73,0,0,0,0,0
2108,346693,2025-01-01 11:24:00,Mobile App,South,Retail,Known,773.21,6,7,766.33,1,0,0,0,1
2109,803650,2025-01-01 09:42:00,POS,South,Retail,New,935.64,5,6,918.16,0,0,1,0,0
2110,650719,2025-01-01 12:07:00,POS,North,SME,Known,2889.31,2,5,2819.55,0,0,0,0,0
2111,971408,2025-01-01 15:22:00,Mobile App,West,Retail,Shared,329.02,1,6,274.26,0,0,0,0,0
2112,338360,2025-01-01 07:11:00,POS,South,SME,Shared,1160.77,2,6,1217.57,0,0,0,0,0
2113,444855,2025-01-01 16:46:00,Web,North,Retail,Known,2408.47,4,12,2311.92,0,0,0,0,0
2114,607403,2025-01-01 06:52:00,POS,West,SME,Known,1638.43,5,10,1323.65,0,0,0,0,0
2115,126385,2025-01-02 07:22:00,Web,East,Retail,New,5100.15,4,10,4445.59,0,0,1,0,0
2116,531374,2025-01-01 13:58:00,Mobile App,North,Retail,Known,731.84,3,4,803.33,0,0,0,0,0
2117,516235,2025-01-01 01:52:00,POS,East,Retail,Known,627.74,3,8,429.41,0,0,0,1,0
2118,380783,2025-01-01 17:41:00,POS,East,Retail,Known,2185.51,2,7,1826.27,0,0,0,0,0
2119,185530,2025-01-01 08:01:00,Mobile App,South,SME,Known,432.9,1,4,377.63,0,0,0,0,0
2120,855271,2025-01-02 17:38:00,POS,North,Retail,Known,6846.41,2,4,6689.28,0,0,0,0,0
2121,383707,2025-01-01 12:41:00,POS,South,Corporate,Known,997.97,2,9,808.0,0,0,0,0,0
2122,477816,2025-01-01 00:52:00,Mobile App,West,Retail,Known,142.14,1,5,153.11,0,0,0,1,0
2123,529660,2025-01-01 05:01:00,Mobile App,South,SME,Known,2280.86,2,7,1490.27,0,0,0,1,0
2124,501927,2025-01-01 07:16:00,Web,East,Retail,Known,5872.82,2,6,4158.42,0,0,0,0,0
2125,829678,2025-01-01 18:15:00,POS,East,Retail,Known,7931.56,4,8,7935.8,0,0,0,0,0
2126,445114,2025-01-01 13:04:00,Mobile App,North,Retail,New,4342.46,1,7,4263.37,0,0,1,0,0
2127,343373,2025-01-01 04:36:00,Web,West,SME,Shared,3259.66,1,8,2434.17,0,0,0,1,0
2128,447697,2025-01-01 10:35:00,Web,East,Retail,Known,104.31,3,6,71.66,0,0,0,0,0
2129,261779,2025-01-01 08:36:00,Mobile App,North,Retail,New,599.02,1,5,501.82,0,0,1,0,0
2130,270182,2025-01-01 01:20:00,Web,North,Retail,Shared,1753.07,5,14,1626.59,0,0,0,1,0
2131,817148,2025-01-01 02:40:00,Mobile App,South,SME,Known,2115.58,3,7,1454.26,0,0,0,1,0
2132,707167,2025-01-01 04:10:00,Web,East,Corporate,New,843.86,4,6,556.93,0,0,1,1,0
2133,338260,2025-01-01 02:10:00,Mobile App,South,Retail,Known,13559.51,4,12,14584.79,0,0,0,1,0
2134,931291,2025-01-01 01:37:00,Mobile App,East,Retail,New,1122.49,3,9,919.96,0,0,1,1,1
2135,938530,2025-01-01 00:35:00,POS,East,Retail,Shared,6133.07,0,1,5009.44,0,0,0,1,0
2136,770611,2025-01-01 20:38:00,Mobile App,West,Corporate,Shared,65216.75,3,8,51708.0,0,1,0,0,0
2137,746701,2025-01-01 03:24:00,Web,South,Retail,Known,529.72,5,8,489.78,0,0,0,1,0
2138,886958,2025-01-01 03:25:00,POS,North,SME,Known,7852.38,2,5,7690.11,0,0,0,1,0
2139,430904,2025-01-01 02:18:00,Mobile App,South,Retail,Known,1776.39,2,7,1067.8,0,0,0,1,0
2140,147837,2025-01-01 06:27:00,Mobile App,West,SME,Known,810.9,1,7,793.58,0,0,0,0,0
2141,618349,2025-01-01 07:13:00,Mobile App,East,SME,New,2850.81,3,8,2452.16,0,0,1,0,0
2142,884838,2025-01-01 02:20:00,Mobile App,South,Retail,Known,1287.43,2,8,1366.73,0,0,0,1,0
2143,897968,2025-01-01 09:22:00,POS,South,Retail,Shared,4309.86,4,13,3984.21,0,0,0,0,0
2144,652829,2025-01-01 12:50:00,POS,West,Retail,Known,3926.72,5,9,2509.64,0,0,0,0,0
2145,179083,2025-01-01 04:40:00,POS,East,Retail,Known,35031.47,3,5,23878.7,0,0,0,1,0
2146,658819,2025-01-01 08:48:00,POS,East,Retail,Known,4885.68,4,13,4721.49,0,0,0,0,0
2147,370856,2025-01-01 06:58:00,Mobile App,North,SME,Shared,3525.01,2,5,2756.8,0,0,0,0,0
